log_avg_weekly_income
7.1499953259873354
7.433489219481246
7.515562412375067
7.664299704671874
7.361566008020583
7.615741809738722
7.752592972782515
7.8468636961367375
6.344583174843937
6.818377467830921
6.983789965258135
7.004246579170898
6.479584333338335
6.923530198097499
7.30081036701362
7.069448867980125
